id;nom;slug;marque;categorie;groupe;origine;raison;fichier_source;niveau_confiance;preuve;image;doublon;prix;sku
"70000000-0000-0000-0000-00007000002b";"Smirnoff Extra Añejo";"smirnoff-smirnoff-extra-anejo-43";"Smirnoff";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=TEQUILA image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=TEQUILA image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-16.webp";"";"132.00";""
"70000000-0000-0000-0000-00007000002c";"Baileys";"baileys-baileys-44";"Baileys";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=VODKA image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=VODKA image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-17.webp";"";"133.00";""
"70000000-0000-0000-0000-00007000002d";"Rouge de Galilée 2023";"domaine-du-castel-rouge-de-galilee-2023-45";"";"Vins";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée";"seed-to-supabase";"Généré";"marque non détectée";"/images/terminal-3/wines/other-brands/wine-other-brand-18.webp";"";"124.00";""
"70000000-0000-0000-0000-000070000031";"Campari V.S.O.P";"campari-campari-v-s-o-p-49";"Campari";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=COGNAC image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=COGNAC image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-22.webp";"";"138.00";""
"70000000-0000-0000-0000-000070000049";"Grey Goose V.S.O.P";"grey-goose-grey-goose-v-s-o-p-73";"Grey Goose";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=COGNAC image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=COGNAC image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-46.webp";"";"162.00";""
"70000000-0000-0000-0000-00007000004a";"Belvedere Épice";"belvedere-belvedere-epice-74";"";"Spiritueux";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | image non spiritueux | sous-catégorie incohérente: DB=RHUM image=Autres vins";"seed-to-supabase";"Généré";"marque non détectée | image non spiritueux";"/images/terminal-3/wines/other-brands/wine-other-brand-47.webp";"";"163.00";""
"70000000-0000-0000-0000-00007000004b";"Merlot 2033";"domaine-du-castel-merlot-2033-75";"";"Vins";"DUPLICATE_OR_INVALID";"seed-to-supabase";"millésime/année impossible: 2033 | marque non détectée";"seed-to-supabase";"Invalide";"millésime/année impossible: 2033 | marque non détectée";"/images/terminal-3/wines/other-brands/wine-other-brand-48.webp";"";"94.00";""
"70000000-0000-0000-0000-00007000004c";"Bombay Sapphire Citrus";"bombay-sapphire-bombay-sapphire-citrus-76";"";"Spiritueux";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | image non spiritueux | sous-catégorie incohérente: DB=VODKA image=Autres vins";"seed-to-supabase";"Généré";"marque non détectée | image non spiritueux";"/images/terminal-3/wines/other-brands/wine-other-brand-49.webp";"";"165.00";""
"70000000-0000-0000-0000-00007000004d";"Tanqueray Floral";"tanqueray-tanqueray-floral-77";"";"Spiritueux";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | image non spiritueux | sous-catégorie incohérente: DB=GIN image=Autres vins";"seed-to-supabase";"Généré";"marque non détectée | image non spiritueux";"/images/terminal-3/wines/other-brands/wine-other-brand-50.webp";"";"166.00";""
"70000000-0000-0000-0000-00007000004e";"Syrah 2036";"carmel-syrah-2036-78";"";"Vins";"DUPLICATE_OR_INVALID";"seed-to-supabase";"millésime/année impossible: 2036 | marque non détectée";"seed-to-supabase";"Invalide";"millésime/année impossible: 2036 | marque non détectée";"/images/terminal-3/wines/other-brands/wine-other-brand-51.webp";"";"97.00";""
"70000000-0000-0000-0000-000070000050";"Talisker Reserve";"talisker-talisker-reserve-80";"Talisker";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=WHISKY image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=WHISKY image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-53.webp";"";"169.00";""
"70000000-0000-0000-0000-000070000051";"Rouge de Galilée 2019";"galil-mountain-rouge-de-galilee-2019-81";"";"Vins";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée";"seed-to-supabase";"Généré";"marque non détectée";"/images/terminal-3/wines/other-brands/wine-other-brand-54.webp";"";"100.00";""
"70000000-0000-0000-0000-000070000052";"Laphroaig Black";"laphroaig-laphroaig-black-82";"Laphroaig";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=RHUM image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=RHUM image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-55.webp";"";"171.00";""
"70000000-0000-0000-0000-000070000053";"Ardbeg Extra Añejo";"ardbeg-ardbeg-extra-anejo-83";"Ardbeg";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=TEQUILA image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=TEQUILA image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-56.webp";"";"172.00";""
"70000000-0000-0000-0000-000070000055";"Hibiki London Dry";"hibiki-hibiki-london-dry-85";"Hibiki";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=GIN image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=GIN image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-58.webp";"";"174.00";""
"70000000-0000-0000-0000-000070000056";"Nikka Cream";"nikka-nikka-cream-86";"Nikka";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=LIQUEUR image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=LIQUEUR image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-59.webp";"";"175.00";""
"70000000-0000-0000-0000-000070000057";"Viognier 2025";"recanati-viognier-2025-87";"";"Vins";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée";"seed-to-supabase";"Généré";"marque non détectée";"/images/terminal-3/wines/other-brands/wine-other-brand-60.webp";"";"106.00";""
"70000000-0000-0000-0000-000070000058";"Canadian Club Double Wood";"canadian-club-canadian-club-double-wood-88";"Canadian Club";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=WHISKY image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=WHISKY image=Whisky";"/images/terminal-3/spirits/whisky/00214378-8FB5-452E-85CC-013C94F2B50D.PNG";"";"177.00";""
"70000000-0000-0000-0000-000070000059";"Ballantine's";"ballantine-s-ballantine-s-89";"Ballantine's";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=COGNAC image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=COGNAC image=Whisky";"/images/terminal-3/spirits/whisky/008910D1-19DA-4E9D-B589-D05E2EE48CDA.PNG";"";"178.00";""
"70000000-0000-0000-0000-00007000005a";"Petit Castel 2028";"domaine-du-castel-petit-castel-2028-90";"Castel";"Vins";"DUPLICATE_OR_INVALID";"seed-to-supabase";"millésime/année impossible: 2028 | image non vin";"seed-to-supabase";"Invalide";"millésime/année impossible: 2028 | image non vin";"/images/terminal-3/spirits/whisky/01A5E5C6-92D5-4B38-9066-24326ABBEF3E.PNG";"";"109.00";""
"70000000-0000-0000-0000-00007000005b";"Teacher's Reposado";"teacher-s-teacher-s-reposado-91";"Teacher's";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=TEQUILA image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=TEQUILA image=Whisky";"/images/terminal-3/spirits/whisky/0216C248-EBE4-4501-8D8C-983424AECBC8.PNG";"";"180.00";""
"70000000-0000-0000-0000-00007000005c";"Dewar's Vanilla";"dewar-s-dewar-s-vanilla-92";"Dewar's";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=VODKA image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=VODKA image=Whisky";"/images/terminal-3/spirits/whisky/02D73CCC-2ADF-4298-AF47-06A94ABF6227.PNG";"";"181.00";""
"70000000-0000-0000-0000-00007000005d";"Merlot 2031";"carmel-merlot-2031-93";"";"Vins";"DUPLICATE_OR_INVALID";"seed-to-supabase";"millésime/année impossible: 2031 | marque non détectée | image non vin";"seed-to-supabase";"Invalide";"millésime/année impossible: 2031 | marque non détectée";"/images/terminal-3/spirits/whisky/032D6722-04F1-4E8C-BEB6-913E3B0341CC.PNG";"";"112.00";""
"70000000-0000-0000-0000-00007000005e";"Tullamore Dew";"tullamore-dew-tullamore-dew-94";"";"Spiritueux";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | sous-catégorie incohérente: DB=LIQUEUR image=Whisky";"seed-to-supabase";"Généré";"marque non détectée | sous-catégorie incohérente: DB=LIQUEUR image=Whisky";"/images/terminal-3/spirits/whisky/045E0455-01F9-4B08-A914-F8CA77936AC4.PNG";"";"183.00";""
"70000000-0000-0000-0000-00007000005f";"Ararat Elite";"ararat-ararat-elite-95";"Ararat";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=ARAK image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=ARAK image=Whisky";"/images/terminal-3/spirits/whisky/06EE596B-600F-46AB-B4E7-A7F65BFAAC64.PNG";"";"184.00";""
"70000000-0000-0000-0000-000070000060";"Syrah 2034";"galil-mountain-syrah-2034-96";"";"Vins";"DUPLICATE_OR_INVALID";"seed-to-supabase";"millésime/année impossible: 2034 | marque non détectée | image non vin";"seed-to-supabase";"Invalide";"millésime/année impossible: 2034 | marque non détectée";"/images/terminal-3/spirits/whisky/0AD0493E-3635-43A4-B063-5615D9D0AD13.PNG";"";"115.00";""
"70000000-0000-0000-0000-000070000061";"Ketel One V.S.O.P";"ketel-one-ketel-one-v-s-o-p-97";"";"Spiritueux";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | sous-catégorie incohérente: DB=COGNAC image=Whisky";"seed-to-supabase";"Généré";"marque non détectée | sous-catégorie incohérente: DB=COGNAC image=Whisky";"/images/terminal-3/spirits/whisky/0B5C2BCC-9FD1-4B9F-B620-A83774C63CF6.PNG";"";"186.00";""
"70000000-0000-0000-0000-000070000062";"Cîroc 7 ans";"ciroc-ciroc-7-ans-98";"Cîroc";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=RHUM image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=RHUM image=Whisky";"/images/terminal-3/spirits/whisky/0BA32B72-9931-45B2-97C4-4BFA3AB4AEA4.PNG";"";"187.00";""
"70000000-0000-0000-0000-000070000063";"Rouge de Galilée 2037";"shiloh-rouge-de-galilee-2037-99";"";"Vins";"DUPLICATE_OR_INVALID";"seed-to-supabase";"millésime/année impossible: 2037 | marque non détectée | image non vin";"seed-to-supabase";"Invalide";"millésime/année impossible: 2037 | marque non détectée";"/images/terminal-3/spirits/whisky/0CF6C389-B1D2-48E8-AC37-B343896B8BC4.PNG";"";"118.00";""
"70000000-0000-0000-0000-000070000067";"Kahlúa Anisé";"kahlua-kahlua-anise-103";"Kahlúa";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=ARAK image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=ARAK image=Whisky";"/images/terminal-3/spirits/whisky/162CE014-C62A-408C-AF3F-711BD4E5D7A2.PNG";"";"192.00";""
"70000000-0000-0000-0000-00007000003d";"Johnnie Walker Navy Strength";"johnnie-walker-johnnie-walker-navy-strength-61";"Johnnie Walker";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=GIN image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=GIN image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-34.webp";"";"150.00";""
"70000000-0000-0000-0000-00007000003e";"Jack Daniel's Orange";"jack-daniel-s-jack-daniel-s-orange-62";"Jack Daniel's";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=LIQUEUR image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=LIQUEUR image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-35.webp";"";"151.00";""
"70000000-0000-0000-0000-00007000003f";"Rouge de Galilée 2021";"carmel-rouge-de-galilee-2021-63";"";"Vins";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée";"seed-to-supabase";"Généré";"marque non détectée";"/images/terminal-3/wines/other-brands/wine-other-brand-36.webp";"";"82.00";""
"70000000-0000-0000-0000-000070000040";"Hennessy 15 ans";"hennessy-hennessy-15-ans-64";"Hennessy";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=WHISKY image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=WHISKY image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-37.webp";"";"153.00";""
"70000000-0000-0000-0000-000070000041";"Remy Martin";"remy-martin-remy-martin-65";"Remy Martin";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=COGNAC image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=COGNAC image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-38.webp";"";"154.00";""
"70000000-0000-0000-0000-000070000042";"Rosé 2024";"galil-mountain-rose-2024-66";"";"Vins";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée";"seed-to-supabase";"Généré";"marque non détectée";"/images/terminal-3/wines/other-brands/wine-other-brand-39.webp";"";"85.00";""
"70000000-0000-0000-0000-000070000043";"Havana Club Añejo";"havana-club-havana-club-anejo-67";"";"Spiritueux";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | image non spiritueux | sous-catégorie incohérente: DB=TEQUILA image=Autres vins";"seed-to-supabase";"Généré";"marque non détectée | image non spiritueux";"/images/terminal-3/wines/other-brands/wine-other-brand-40.webp";"";"156.00";""
"70000000-0000-0000-0000-000070000044";"Bacardi Berry";"bacardi-bacardi-berry-68";"";"Spiritueux";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | image non spiritueux | sous-catégorie incohérente: DB=VODKA image=Autres vins";"seed-to-supabase";"Généré";"marque non détectée | image non spiritueux";"/images/terminal-3/wines/other-brands/wine-other-brand-41.webp";"";"157.00";""
"70000000-0000-0000-0000-000070000045";"Viognier 2027";"shiloh-viognier-2027-69";"";"Vins";"DUPLICATE_OR_INVALID";"seed-to-supabase";"millésime/année impossible: 2027 | marque non détectée";"seed-to-supabase";"Invalide";"millésime/année impossible: 2027 | marque non détectée";"/images/terminal-3/wines/other-brands/wine-other-brand-42.webp";"";"88.00";""
"70000000-0000-0000-0000-000070000046";"Don Julio Original";"don-julio-don-julio-original-70";"Don Julio";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"image non spiritueux | sous-catégorie incohérente: DB=LIQUEUR image=Autres vins";"seed-to-supabase";"Probable";"image non spiritueux | sous-catégorie incohérente: DB=LIQUEUR image=Autres vins";"/images/terminal-3/wines/other-brands/wine-other-brand-43.webp";"";"159.00";""
"70000000-0000-0000-0000-0000700001ce";"Rosé 2018";"recanati-rose-2018-462";"";"Vins";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | image non vin";"seed-to-supabase";"Généré";"marque non détectée | image non vin";"/images/terminal-3/spirits/whisky/9E904A9F-64E3-4ED1-852F-95C799539067.PNG";"";"121.00";""
"70000000-0000-0000-0000-0000700001cf";"Jägermeister Anisé";"jagermeister-jagermeister-anise-463";"Jägermeister";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=ARAK image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=ARAK image=Whisky";"/images/terminal-3/spirits/whisky/9F77F0EB-4EC5-46EC-9DD8-78168CAB153E.PNG";"";"102.00";""
"70000000-0000-0000-0000-0000700001d0";"Chivas Regal 18 ans";"chivas-regal-chivas-regal-18-ans-464";"Chivas Regal";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=WHISKY image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=WHISKY image=Whisky";"/images/terminal-3/spirits/whisky/A1BE37C8-7AEB-4A4F-961F-E275B3DE5406.PNG";"";"103.00";""
"70000000-0000-0000-0000-0000700001d1";"Viognier 2021";"domaine-du-castel-viognier-2021-465";"";"Vins";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | image non vin";"seed-to-supabase";"Généré";"marque non détectée | image non vin";"/images/terminal-3/spirits/whisky/A63FCAF5-DECE-4566-BCD7-1C496C3F7FF8.PNG";"";"124.00";""
"70000000-0000-0000-0000-0000700001d2";"Glenlivet Épice";"glenlivet-glenlivet-epice-466";"";"Spiritueux";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | sous-catégorie incohérente: DB=RHUM image=Whisky";"seed-to-supabase";"Généré";"marque non détectée | sous-catégorie incohérente: DB=RHUM image=Whisky";"/images/terminal-3/spirits/whisky/A86F32E6-6E4F-46D8-83D7-2ABF7EAF587F.PNG";"";"105.00";""
"70000000-0000-0000-0000-0000700001d3";"Johnnie Walker Añejo";"johnnie-walker-johnnie-walker-anejo-467";"Johnnie Walker";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=TEQUILA image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=TEQUILA image=Whisky";"/images/terminal-3/spirits/whisky/AAF9C2CF-8ECC-4F0A-8DED-214761702F6B.PNG";"";"106.00";""
"70000000-0000-0000-0000-0000700001d4";"Petit Castel 2024";"carmel-petit-castel-2024-468";"Castel";"Vins";"REAL_REVIEW";"seed-to-supabase";"image non vin";"seed-to-supabase";"Probable";"image non vin";"/images/terminal-3/spirits/whisky/AE95F99F-A871-4EF0-8768-9A328E660EF4.PNG";"";"127.00";""
"70000000-0000-0000-0000-0000700001d5";"Jameson";"jameson-jameson-469";"Jameson";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=GIN image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=GIN image=Whisky";"/images/terminal-3/spirits/whisky/B1B375EE-EBA9-459E-AC86-D1F5E1B8AE41.PNG";"";"108.00";""
"70000000-0000-0000-0000-0000700001d6";"Hennessy Original";"hennessy-hennessy-original-470";"Hennessy";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=LIQUEUR image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=LIQUEUR image=Whisky";"/images/terminal-3/spirits/whisky/B6831122-11DE-4879-9E9A-B6CAD0E68C3C.PNG";"";"109.00";""
"70000000-0000-0000-0000-0000700001d7";"Merlot 2027";"galil-mountain-merlot-2027-471";"";"Vins";"DUPLICATE_OR_INVALID";"seed-to-supabase";"millésime/année impossible: 2027 | marque non détectée | image non vin";"seed-to-supabase";"Invalide";"millésime/année impossible: 2027 | marque non détectée";"/images/terminal-3/spirits/whisky/B7497B7E-9EA2-4210-A1F1-9AFF4E6EC573.PNG";"";"130.00";""
"70000000-0000-0000-0000-000070000000";"Petit Castel 2018";"domaine-du-castel-petit-castel-2018-0";"Castel";"Vins";"REAL_REVIEW";"seed-to-supabase";"image non vin";"seed-to-supabase";"Probable";"image non vin";"/images/terminal-3/spirits/whisky/spirit-whisky-03.webp";"";"79.00";""
"70000000-0000-0000-0000-000070000068";"Amarula";"amarula-amarula-104";"";"Spiritueux";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | sous-catégorie incohérente: DB=WHISKY image=Whisky";"seed-to-supabase";"Généré";"marque non détectée | sous-catégorie incohérente: DB=WHISKY image=Whisky";"/images/terminal-3/spirits/whisky/189C477C-FCB7-4C4D-9ED7-FA6E100B51AA.PNG";"";"193.00";""
"70000000-0000-0000-0000-000070000069";"Viognier 2023";"domaine-du-castel-viognier-2023-105";"";"Vins";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | image non vin";"seed-to-supabase";"Généré";"marque non détectée | image non vin";"/images/terminal-3/spirits/whisky/189D6506-2FAB-4091-8442-67603A0794E7.PNG";"";"124.00";""
"70000000-0000-0000-0000-00007000006a";"Grand Marnier 12 ans";"grand-marnier-grand-marnier-12-ans-106";"Grand Marnier";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=RHUM image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=RHUM image=Whisky";"/images/terminal-3/spirits/whisky/19816E7C-9BD9-4FF6-AF62-4476A85BA298.PNG";"";"195.00";""
"70000000-0000-0000-0000-00007000006b";"Campari Añejo";"campari-campari-anejo-107";"Campari";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=TEQUILA image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=TEQUILA image=Whisky";"/images/terminal-3/spirits/whisky/1A00FB52-B489-47EE-8D19-93CFA8A82563.PNG";"";"196.00";""
"70000000-0000-0000-0000-000070000077";"Johnnie Walker";"johnnie-walker-johnnie-walker-119";"Johnnie Walker";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=ARAK image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=ARAK image=Whisky";"/images/terminal-3/spirits/whisky/287E003F-9118-4332-B5CF-C63DA4A6DE8A.PNG";"";"208.00";""
"70000000-0000-0000-0000-000070000078";"Rosé 2018";"domaine-du-castel-rose-2018-120";"";"Vins";"DEMO_GENERATED";"seed-to-supabase";"marque non détectée | image non vin";"seed-to-supabase";"Généré";"marque non détectée | image non vin";"/images/terminal-3/spirits/whisky/29678DC5-B774-45F4-A4D7-3E421C71DC4D.PNG";"";"79.00";""
"70000000-0000-0000-0000-000070000079";"Jameson V.S.O.P";"jameson-jameson-v-s-o-p-121";"Jameson";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=COGNAC image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=COGNAC image=Whisky";"/images/terminal-3/spirits/whisky/2ABCD09A-27EC-40AB-89F6-F5ACFDCE40B1.PNG";"";"210.00";""
"70000000-0000-0000-0000-00007000007a";"Hennessy Blanc";"hennessy-hennessy-blanc-122";"Hennessy";"Spiritueux";"REAL_REVIEW";"seed-to-supabase";"sous-catégorie incohérente: DB=RHUM image=Whisky";"seed-to-supabase";"Probable";"sous-catégorie incohérente: DB=RHUM image=Whisky";"/images/terminal-3/spirits/whisky/2B055468-CF51-45B8-9E17-988239EA8AC2.PNG";"";"211.00";""
